corpus_id,source_file,term,file_total_count,row_no,context
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,少昊,25,5231,"人间,无人知晓其下落。【崆峒印】太上老君所有,神话传说中的人族第一至宝。印玺之上有九龙交纽,印座四面有五方天帝圣容(东方天帝太昊伏羲、南方天帝炎帝神农、西方天帝少昊玄嚣、北方天帝颛顼高阳、中央天帝黄帝轩辕),印玺下有大道符箓——“崆峒”二字。执掌此印,便可废立人皇。上古时期,为三皇五帝执掌。夏启建立夏朝,实行“家天下”。为"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,少昊,25,13759,"得姓始祖是春秋时期宋国君主宋襄公的庶兄子目夷(字子鱼)。子鱼的子孙有一支以先祖的字为姓,称鱼姓。鱼姓出自伯益的后裔,属于以先祖复姓省文简化为氏。伯益是东夷族首领少昊之后,女祖为黄帝族颛顼之孙,系嬴姓诸国的受姓始祖。伯益的后裔子孙分衍有十四支,其中的一支后裔因分居于修鱼(河南省原阳县西南)而称修鱼氏。一直到了春秋时期,修鱼氏"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,少昊,25,13888,"最为灿烂的文化、最为强大的军队和中央正统地位。华夏族自从立族至今都享有天朝上国的美誉;华夏族的领导者是轩辕黄帝遗子姬越。他们聚居在北境最西北方的苍茫高原之上,以少昊为首,大多以游牧为生。此地地处异域,民风彪悍、习武成风。秉承着历史上声威赫赫的黑水帝国和苍焰帝国的余威。北狄族最强的战士甚至能够和异族进行肉搏作战而不落下风。但"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,少昊,25,13960,"支族。前身高阳城为北狄族建立,人族一统后,成为整个北境西部最大的文化、政治及经济中心。68年,北狄族于长留山之上筑城高阳。180年,黄帝亲征北境,驯服北狄族,封少昊为“白帝”,统辖诸沃之野,高阳城改名为流光城。白帝少昊与长留仙子杜梅相恋之地,仙子的洞府‘枫香谷’便藏于山中。历史事件:168年,年轻的少昊追杀异物时误入仙子道"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,太昊,15,691,"次三大王朝来了这么多高手,只怕高人并不喜欢这么多人去打扰他。”下一刻,徐长风道:“无论如何,咱们都是要站在高人这一边的,立即出发吧。同样的事情,也发生在九灵宗和太昊门。三大宗门的宗主都冇有丝毫犹豫,立即调遣门中长老,迅速赶往浮云山。这幅画,正是叶青云送给他的那幅。好像每一次看,都能够从中有所收获。就在这时,萧诗气喘吁吁的跑"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,太昊,15,5231,"用于镇压九尾狐,最后原因不明,失落在人间,无人知晓其下落。【崆峒印】太上老君所有,神话传说中的人族第一至宝。印玺之上有九龙交纽,印座四面有五方天帝圣容(东方天帝太昊伏羲、南方天帝炎帝神农、西方天帝少昊玄嚣、北方天帝颛顼高阳、中央天帝黄帝轩辕),印玺下有大道符箓——“崆峒”二字。执掌此印,便可废立人皇。上古时期,为三皇五帝执"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,太昊,15,11043,"时,又值早春天气。但见——三阳转运,万物生辉。三阳转运,满天明媚开图画;万物生辉,遍地芳菲设绣茵。梅残数点雪,麦涨一川云。渐开冰解山泉溜,尽放萌芽没烧痕。正是那太昊乘震,勾芒御辰。花香风气暖,云淡日光新。道旁杨柳舒青眼,膏雨滋生万象春。师徒们在路上游观景色,缓马而行,忽听得一声吆喝,好便似千万人呐喊之声。唐三藏心中害怕,兜"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,太昊,15,36534,",具有一定的大罗特质,除非特意,便是取之不尽,用之不竭。”“再者......息壤虽珍贵,但要看在谁的手中。”“女娲道友,可是造化至圣......在当年有巢地产被太昊天帝重拳出击捣毁之后,这位长公主殿下痛定思痛,转行去折腾了新材料,是洪荒天地最大、最高端的天材地宝供应商!”“息壤这东西,还是她琢磨出来的......配方什么的"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,太昊,15,52557,"圣阵图的可怕。看着那可怕的光芒流动下来。孔回不敢怠慢,体内大道光芒冲出,巨大的儒圣法相虚影再次出现,同时他体内冲出一道道光华,有宝塔,股灯,明镜......身为太昊书院院长,孔回拥有的法宝太多了。丹书铁券只是一种,但在这种可怕威压下,孔回祭出了各种法宝,一道道璀璨法宝光华炫目交织,将他整个人都映照得炫丽无比。四圣阵图上,四"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,颛顼,67,3495,"上第一位名厨,他做的一道菜,使尧帝闻味而食,使病痊愈,因此也被食厨界称为“祖师爷”。我们先说说彭祖八百岁这件事。在《彭祖经》里记载,彭祖原名为篯铿,尧帝时人,为颛顼帝后裔;活到殷商后期,年龄为七百六十七岁。据说其在尧帝时就被起用,后为舜帝二十二臣之一。最早记载彭祖八百岁的典籍是《列子》,里面有“彭祖之智不出尧舜之上而寿八百"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,颛顼,67,5231,"落。【崆峒印】太上老君所有,神话传说中的人族第一至宝。印玺之上有九龙交纽,印座四面有五方天帝圣容(东方天帝太昊伏羲、南方天帝炎帝神农、西方天帝少昊玄嚣、北方天帝颛顼高阳、中央天帝黄帝轩辕),印玺下有大道符箓——“崆峒”二字。执掌此印,便可废立人皇。上古时期,为三皇五帝执掌。夏启建立夏朝,实行“家天下”。为防止后世有不肖人皇"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,颛顼,67,5896,用先进文化构建美好精神家园、不断创新主流意识形态传播方式、严格落实意识形态工作责任制四个方面守牢地方志意识形态领域阵地立意深远、思想深刻。“封面故事”栏目以中国颛顼文化之乡、中国傈僳族祖居圣地米易县为记述单元刊发《在米易的记忆里——米易县历史人物散记》《米易大地演绎出的甘蔗传奇》《漫说“米易三绝”》3篇文章介绍昌意、颛顼、
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,颛顼,67,11121,"时期,有熊国国君少典氏生的儿子中有一人姓公孙,名轩辕,就是后来的华夏炎黄两大部族首领之一的黄帝。黄帝生昌意,昌意娶昌仆氏(蜀山氏之女)为妻生高阳。高阳就是后来的颛顼帝,简称颛帝,为当时炎黄部落联盟中的五帝之一。颛顼有一个裔孙叫女修,因为是颛帝之孙,女修的后人便取“颛孙”为姓氏。随着时间的推移,颛孙氏家族不断繁衍生息,传至贡"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,颛顼,67,13759,"君主宋襄公的庶兄子目夷(字子鱼)。子鱼的子孙有一支以先祖的字为姓,称鱼姓。鱼姓出自伯益的后裔,属于以先祖复姓省文简化为氏。伯益是东夷族首领少昊之后,女祖为黄帝族颛顼之孙,系嬴姓诸国的受姓始祖。伯益的后裔子孙分衍有十四支,其中的一支后裔因分居于修鱼(河南省原阳县西南)而称修鱼氏。一直到了春秋时期,修鱼氏多省文简化为单姓鱼氏、"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,九黎,10,5231,"行“家天下”。为防止后世有不肖人皇,利用崆峒印之能,倒行逆施、祸乱天下。太上老君身为人教教主,于是收回崆峒印,从此崆峒印归太上老君掌管。【炼妖壶】炼化万物 古称九黎壶,相传最早为九黎族酋长蚩尤所拥有,乃上古异宝之一。拥有不可思议之力,据说能造就一切 万物,也有惊人之毁坏力量。内部有着奇异之空间,空间之大似能将天地收纳于内。"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,九黎,10,16837,"以明慈俭之德也。夫言“慈故能勇”者,谓以一人之慈,而得天下之死力,非能勇而何!夫言“俭故能广”者,谓以一人之俭啬,而得天下之富有,非能广而何!是以三皇用之,以克九黎;五帝用之,而去四凶;汤武用之,而以兵胜天下;成康文景用之,而刑罚皆措;及其桀纣舍之而国灭,幽厉舍之而身亡,秦嬴舍之而二代夷戮,项藉舍之而五体割分,汉武舍之而天"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,九黎,10,32217,"玩法。本次公开的版本包含近卫军、射手两个新职业,供玩家体验。亮点四:龙争虎斗的两大阵营。《乾坤在线》中,种族因不同的信仰结成了盟约关系,逐渐形成“轩辕天朝”和“九黎战国”二大阵营,二者常年战乱不断。玩家可以自由选择阵营,与敌对方进行对抗,体验充满刺激的游戏旅程。亮点五:爱宠相伴的激情战斗。《乾坤在线》是史上包含宠物及坐骑最"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,九黎,10,41763,"华润三九:公司分别于2009年末及2010年初完成对三九连锁及汉源三九黎红的出售,剥离旗下医药商业等业务,进一步向医药工业聚焦,公司医药工业占比从2009年的64.91%上升到2010年中报的85.19%。相应的,公司整体毛利率从2"
GCI-HOLD-0002,data__CASIA-LM_ChineseWebText2.0_partial-001553.parquet,九黎,10,44982,"证据显示犯案成员█████尚在人世并且在逃中。事后的研究显示,该石板约为东汉███年的产物,石板上的文字大部分已经无法认清,可阅读的部分已被翻译成现代汉语如下:九黎一族的[模糊不清],为吞噬希望的大蛇。[模糊不清]之战中,我军本应大获全胜的战争却屡战屡败,尸骸中闪烁红光,[意义不明的语言],吾等借[模糊不清]之术,将大蛇降"
